s1_edad,s1_genero,s1_experiencia_clinica,s1_educacion,s1_titulo_terciario,s1_titulo,s1_no_titulo_universitario,s1_horas_semana_pacientes_atendidos,s1_contexto_trabajo,s1_orientacion_teo,s1_marco_teo_terapia_basada_arte,s1_marco_teo_psa,s1_marco_teo_tcc,s1_marco_teo_humanista,s1_marco_teo_eclectico,s2_evidencia_cientifica,s2_experiencia_personal,s2_entrenamiento_clinica,s2_tratamiento_preferencia_consultantes,s2_intuicion,s2_terapia_personal,s3_tratamiento_personal_consultantes,s3_investigacion_empirica_ensayos_controlados,s3_supervision,s3_estudios_de_caso,s3_discusion_pares,s3_libros,s3_observaciones_casos_clinicos,s3_medidas_resultado,s3_guias_manuales_clinicos,s4_apertura_terapias_desarrolladas_por_investigadores,s4_actualizacion_info_cientifica,s4_formacion_enfasis_investigacion,s4_supervisores_terapia_evidencia_requerimiento,s4_tratamientos_cientificos_eficientes,s4_atraer_consultantes_con_tbe,s4_hallazgos_cientificos_practica_diaria,s4_nueva_terapia_intento,s4_interes_aprender_tbe,s4_tratamientos_utilizados_base_empirica,s4_complejidad_consultantes_ensayos_clinicos,s4_consultantes_prefieren_otros_tratamientos,s4_terapia_manualizada,s4_diagnosticos_utilizados_son_simples,s4_tratamientos_preferencia_no_probados_ensayo_controlado,s4_enfoque_tratamiento_individual,s4_no_tiempo_aprender_tbe,s4_capacitacion_tbe_demasiado_dinero,s4_no_saber_tbe,s4_entrenamiento_clinico_no_info_tbe,s4_alianza_terapeutica_mas_importante,s4_terapias_igualmente_efectivas,s4_empleador_no_fondos_capacitacion_tbe,s4_exp_clinica_mas_importante_que_evidencia_cientifica,provincia_residencia,consentimiento_informado
55.0,Femenino,30.0,Licenciatura de Grado,Lic en psicologia,Lic. en Psicología,,10.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Lacaniano, Freudiano",,,,4.0,6.0,7.0,,5.0,7.0,3.0,1.0,7.0,6.0,7.0,7.0,7.0,2.0,2.0,5.0,7.0,4.0,4.0,1.0,1.0,6.0,6.0,6.0,7.0,0.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,7.0,7.0,4.0,1.0,0.0,4.0,"Ciudad Autónoma de Buenos Aires (CABA), Provincia de Buenos Aires",7.0
33.0,Femenino,1.0,Licenciatura de Grado,,Lic. en Psicología,,50.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,Freudiano,,,,3.0,5.0,6.0,6.0,2.0,7.0,1.0,7.0,7.0,6.0,7.0,7.0,5.0,3.0,6.0,7.0,7.0,6.0,0.0,4.0,7.0,7.0,7.0,7.0,5.0,6.0,0.0,4.0,1.0,1.0,7.0,1.0,4.0,1.0,4.0,1.0,1.0,7.0,1.0,Provincia de Buenos Aires,7.0
27.0,Femenino,1.0,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano, Posfreudiano",,,,5.0,6.0,7.0,5.0,,7.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,Provincia de Buenos Aires,4.0
34.0,Femenino,0.6,Licenciatura de Grado,,Lic. en Psicología,,2.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,4.0,5.0,5.0,5.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,4.0,4.0,0.0,7.0,4.0,7.0,4.0,7.0,4.0,7.0,7.0,0.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
27.0,Femenino,2.0,Máster,,Médico o Lic. en Ciencias Médicas,,56.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia basada en Mindfulness",,,5.0,5.0,6.0,5.0,7.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,0.0,4.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,3.0,4.0,4.0,6.0,2.0,2.0,4.0,6.0,6.0,4.0,6.0,4.0,Santa Fe,6.0
35.0,Femenino,1.6,Licenciatura de Grado,,Lic. en Psicología,,10.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Lacaniano, Freudiano",,,,3.0,5.0,,6.0,7.0,7.0,6.0,1.0,7.0,6.0,6.0,7.0,6.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,7.0,7.0,5.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
29.0,Femenino,3.0,Carrera de Especialización,Cursando maestría en psa,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,"Lacaniano, Freudiano",,,,1.0,7.0,7.0,2.0,4.0,7.0,5.0,1.0,5.0,1.0,6.0,6.0,6.0,1.0,3.0,5.0,0.0,7.0,1.0,1.0,1.0,4.0,5.0,4.0,0.0,7.0,7.0,7.0,6.0,0.0,6.0,0.0,1.0,6.0,2.0,3.0,2.0,0.0,5.0,Santa Fe,4.0
26.0,Femenino,2.0,Doctorado,,Lic. en Psicología,,20.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicoanálisis",5.0,6.0,6.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,7.0,0.0,0.0,6.0,0.0,7.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
30.0,Femenino,2.1,Carrera de Especialización,,Lic. en Psicología,,10.0,Ámbito Privado,Sistémica,,,,,,6.0,6.0,7.0,1.0,1.0,5.0,4.0,7.0,7.0,7.0,2.0,7.0,6.0,4.0,6.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,2.0,7.0,7.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,4.0,2.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
25.0,Femenino,1.6,Carrera de Especialización,,Lic. en Psicología,,16.0,Ámbito Privado,Sistémica,,,,,,4.0,1.0,4.0,4.0,4.0,1.0,7.0,3.0,4.0,4.0,7.0,6.0,7.0,3.0,4.0,5.0,7.0,4.0,5.0,6.0,4.0,7.0,0.0,5.0,6.0,4.0,4.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,Provincia de Buenos Aires,7.0
28.0,Femenino,0.9,Licenciatura de Grado,,Lic. en Psicología,,6.0,Ámbito Privado,Sistémica,,,,,,6.0,7.0,7.0,1.0,1.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
25.0,Femenino,2.8,Carrera de Especialización,,Lic. en Psicología,,20.0,"Ámbito Privado, Fundación sin fines de lucro ",Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,1.0,,1.0,2.0,1.0,6.0,1.0,4.0,1.0,6.0,4.0,3.0,4.0,6.0,7.0,7.0,5.0,1.0,7.0,2.0,7.0,3.0,7.0,6.0,4.0,0.0,3.0,3.0,1.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,7.0,3.0,Provincia de Buenos Aires,7.0
39.0,Femenino,5.0,Licenciatura de Grado,,Lic. en Psicología,,8.0,Ámbito Privado,Psicoanálisis,,Psicodinámica,,,,4.0,5.0,4.0,4.0,3.0,7.0,4.0,0.0,7.0,0.0,6.0,7.0,5.0,0.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,6.0,5.0,5.0,0.0,4.0,Provincia de Buenos Aires,7.0
33.0,Femenino,0.1,Licenciatura de Grado,,Lic. en Psicología,,7.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,4.0,5.0,7.0,1.0,1.0,2.0,7.0,0.0,5.0,4.0,7.0,4.0,2.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,5.0,7.0,7.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,7.0,Provincia de Buenos Aires,7.0
27.0,Masculino,1.0,Doctorado,,Lic. en Psicología,,8.0,Ámbito Público (hospital u otro),Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,5.0,5.0,5.0,1.0,1.0,7.0,5.0,2.0,1.0,6.0,6.0,1.0,4.0,4.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,4.0,7.0,6.0,6.0,2.0,4.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,0.0,4.0,Provincia de Buenos Aires,6.0
25.0,Masculino,1.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,,,,,,6.0,6.0,0.0,6.0,0.0,7.0,7.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,7.0,5.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,Corrientes,7.0
28.0,Femenino,1.8,Licenciatura de Grado,,Lic. en Psicología,,40.0,Ámbito Público (hospital u otro),Psicoanálisis,,"Lacaniano, Freudiano",,,,2.0,5.0,3.0,4.0,,2.0,7.0,1.0,7.0,6.0,7.0,6.0,7.0,4.0,4.0,5.0,6.0,2.0,1.0,2.0,5.0,4.0,6.0,0.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,Provincia de Buenos Aires,7.0
40.0,Femenino,16.0,Carrera de Especialización,,Lic. en Psicología,,50.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Lacaniano, Freudiano",,,,3.0,7.0,7.0,3.0,1.0,7.0,6.0,3.0,7.0,3.0,7.0,5.0,6.0,5.0,4.0,3.0,6.0,3.0,0.0,4.0,1.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
40.0,Femenino,16.0,Carrera de Especialización,,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Psicodinámica,,,,,,7.0,7.0,7.0,3.0,1.0,7.0,7.0,0.0,7.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
40.0,Femenino,16.0,Carrera de Especialización,,Lic. en Psicología,,30.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Freudiano, Posfreudiano",,,,4.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,2.0,3.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,0.0,7.0,7.0,0.0,7.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,4.0,Provincia de Buenos Aires,7.0
41.0,Femenino,15.6,Carrera de Especialización,,Psicologa (UNR),,10.0,Ámbito Privado,Psicoanálisis,,"Que pavada esto. Freudiana, lacaniana y deleuziana",,,,1.0,6.0,6.0,1.0,2.0,6.0,6.0,1.0,7.0,1.0,3.0,7.0,3.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,7.0,1.0,0.0,7.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
31.0,Femenino,3.0,Máster,,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,Freudiano,,,,6.0,7.0,7.0,4.0,4.0,7.0,7.0,1.0,7.0,6.0,5.0,6.0,6.0,1.0,4.0,3.0,4.0,7.0,7.0,7.0,7.0,6.0,1.0,4.0,7.0,4.0,4.0,4.0,5.0,4.0,7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
47.0,Femenino,1.6,Licenciatura de Grado,,Lic. en Psicología,,40.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta, Terapia basada en Mindfulness",,,7.0,5.0,6.0,6.0,7.0,7.0,7.0,4.0,6.0,5.0,6.0,7.0,4.0,6.0,6.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,1.0,4.0,4.0,1.0,7.0,1.0,7.0,1.0,4.0,6.0,1.0,4.0,1.0,Provincia de Buenos Aires,7.0
43.0,Femenino,3.0,Máster,,Lic. en Psicología,,18.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano, Posfreudiano, Kleiniano",,,,3.0,7.0,7.0,4.0,6.0,6.0,6.0,4.0,5.0,3.0,4.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
25.0,Masculino,1.1,Posgrado,Posgrado universitario en psicopatología,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,6.0,7.0,,,6.0,7.0,1.0,2.0,2.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,4.0,4.0,7.0,3.0,7.0,7.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,7.0,3.0,1.0,0.0,3.0,Provincia de Buenos Aires,4.0
39.0,Masculino,6.0,Carrera de Especialización,,Lic. en Psicología,,20.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso, Terapia basada en Mindfulness",,,5.0,7.0,7.0,5.0,1.0,1.0,7.0,5.0,7.0,7.0,4.0,5.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
40.0,Femenino,15.0,Carrera de Especialización,,Lic. en Psicología,,25.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano",,,,1.0,4.0,4.0,4.0,4.0,7.0,7.0,1.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,5.0,5.0,0.0,7.0,Provincia de Buenos Aires,7.0
32.0,Masculino,5.0,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicodinámica, Psicoterapia cognitiva posracionalista",6.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,4.0,7.0,6.0,5.0,7.0,3.0,7.0,7.0,6.0,5.0,5.0,5.0,7.0,6.0,7.0,6.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,Provincia de Buenos Aires,4.0
41.0,Femenino,6.0,Licenciatura de Grado,,Lic. en Psicología,,12.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano",,,,6.0,7.0,7.0,6.0,,7.0,7.0,2.0,7.0,5.0,7.0,7.0,7.0,3.0,7.0,0.0,6.0,6.0,1.0,0.0,0.0,3.0,6.0,5.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
31.0,Femenino,7.0,Licenciatura de Grado,Licenciada en Psicomotricidad ,Lic. en Psicomotricidad ,,30.0,Obra Social o Prepaga,Terapias Cognitivas/Comportamentales,,,Terapia de Conducta,,,3.0,7.0,7.0,4.0,4.0,4.0,7.0,5.0,7.0,4.0,7.0,4.0,4.0,3.0,3.0,5.0,7.0,3.0,2.0,5.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,7.0,3.0,0.0,5.0,1.0,0.0,4.0,7.0,2.0,1.0,7.0,1.0,Provincia de Buenos Aires,7.0
37.0,Femenino,2.6,Carrera de Especialización,"Carrera de especializacion en psicologia clinica con orientacion psicoanalitica uba, entre otros.",Lic. en Psicología,,35.0,"Ámbito Público (hospital u otro), Ámbito Privado, Poder judicial de la nacion",Psicoanálisis,,Lacaniano,,,,7.0,7.0,7.0,6.0,,6.0,7.0,3.0,5.0,4.0,5.0,7.0,7.0,2.0,3.0,7.0,7.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,7.0,3.0,1.0,4.0,4.0,4.0,6.0,4.0,4.0,1.0,2.0,7.0,4.0,0.0,7.0,Provincia de Buenos Aires,7.0
29.0,Femenino,0.8,Carrera de Especialización,,Lic. en Psicología,,15.0,Ámbito Privado,Sistémica,,,,,,6.0,4.0,7.0,5.0,2.0,3.0,5.0,5.0,7.0,7.0,5.0,7.0,5.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,0.0,7.0,3.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
44.0,Masculino,2.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,7.0,7.0,7.0,4.0,,7.0,4.0,6.0,4.0,6.0,6.0,4.0,2.0,4.0,6.0,0.0,5.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,1.0,5.0,2.0,1.0,0.0,2.0,"Ciudad Autónoma de Buenos Aires (CABA), Provincia de Buenos Aires",6.0
28.0,Masculino,0.4,Licenciatura de Grado,Licenciado en Psicología,Lic. en Psicología,,4.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,5.0,5.0,4.0,4.0,3.0,6.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,7.0,2.0,4.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,3.0,6.0,5.0,0.0,4.0,2.0,2.0,2.0,5.0,5.0,4.0,0.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),2.0
27.0,Femenino,4.7,Carrera de Especialización,,Lic. en Psicología,,65.0,"Ámbito Privado, Obra Social o Prepaga",Sistémica,,,,,,7.0,5.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,7.0,7.0,5.0,4.0,4.0,5.0,0.0,5.0,0.0,7.0,5.0,5.0,4.0,1.0,6.0,3.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
26.0,Femenino,0.3,Licenciatura de Grado,,Lic. en Psicología,,12.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta",,,6.0,5.0,4.0,2.0,1.0,3.0,6.0,2.0,4.0,2.0,7.0,5.0,3.0,5.0,6.0,6.0,7.0,3.0,6.0,7.0,7.0,7.0,4.0,7.0,6.0,5.0,2.0,4.0,0.0,2.0,6.0,1.0,7.0,2.0,5.0,2.0,2.0,5.0,3.0,San Luis,6.0
29.0,Femenino,2.1,Carrera de Especialización,Especialista en Psicoterapia Sistémica ,Lic. en Psicología,,20.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Sistémica",7.0,7.0,7.0,5.0,2.0,2.0,5.0,6.0,7.0,4.0,7.0,7.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,1.0,0.0,5.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,0.0,1.0,Mendoza,7.0
26.0,Femenino,2.0,Licenciatura de Grado,,Lic. en Psicología,,10.0,"Ámbito Público (hospital u otro), Ámbito Privado",Ecléctico (más de una de estas opciones),,,,,Terapias Cognitivas/Comportamentales,6.0,5.0,5.0,3.0,2.0,4.0,6.0,0.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,2.0,6.0,0.0,7.0,7.0,7.0,6.0,7.0,0.0,3.0,5.0,1.0,7.0,4.0,2.0,2.0,2.0,5.0,2.0,7.0,4.0,Provincia de Buenos Aires,7.0
24.0,Femenino,0.4,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,3.0,6.0,7.0,3.0,0.0,7.0,6.0,0.0,7.0,7.0,7.0,4.0,7.0,3.0,7.0,7.0,4.0,0.0,2.0,4.0,1.0,6.0,1.0,6.0,1.0,7.0,7.0,2.0,0.0,1.0,Provincia de Buenos Aires,5.0
40.0,Femenino,15.0,Licenciatura de Grado,Lic psicología ,Lic. en Psicología,,75.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,5.0,5.0,7.0,5.0,1.0,7.0,7.0,4.0,5.0,5.0,7.0,4.0,6.0,3.0,4.0,6.0,0.0,4.0,5.0,7.0,7.0,6.0,4.0,6.0,3.0,5.0,4.0,7.0,5.0,2.0,4.0,1.0,6.0,4.0,7.0,4.0,1.0,7.0,4.0,Provincia de Buenos Aires,7.0
28.0,Femenino,0.9,Licenciatura de Grado,,Lic. en Psicología,,13.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,1.0,5.0,1.0,1.0,1.0,6.0,4.0,5.0,5.0,6.0,7.0,4.0,7.0,7.0,0.0,7.0,4.0,0.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,1.0,5.0,0.0,7.0,1.0,5.0,5.0,7.0,3.0,1.0,7.0,3.0,Provincia de Buenos Aires,6.0
30.0,Masculino,0.9,Licenciatura de Grado,,Lic. en Psicología,,8.0,Ámbito Privado,Psicoanálisis,,Posfreudiano,,,,3.0,4.0,4.0,,,7.0,7.0,1.0,7.0,1.0,6.0,4.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,4.0,7.0,1.0,7.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
38.0,Femenino,8.0,Licenciatura de Grado,Psicopedagoga ,Psicopedagoga ,,6.0,"Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,"Humanista, Terapias Cognitivas/Comportamentales",5.0,7.0,7.0,7.0,5.0,,7.0,5.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,4.0,4.0,0.0,4.0,5.0,4.0,4.0,0.0,4.0,0.0,7.0,5.0,0.0,7.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,5.0,Provincia de Buenos Aires,1.0
27.0,Femenino,4.0,Máster,Master en Salud Publica UNC,Lic. en Psicología,,40.0,Ámbito Público (hospital u otro),Tcc+ contextuales,,,,,,7.0,4.0,6.0,1.0,,4.0,4.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,4.0,4.0,6.0,1.0,6.0,1.0,7.0,2.0,4.0,5.0,4.0,7.0,4.0,Neuquén,7.0
43.0,Femenino,17.0,Máster,,Lic. en Psicología,,32.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,5.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,7.0,1.0,6.0,7.0,7.0,1.0,1.0,3.0,2.0,7.0,3.0,Córdoba,7.0
34.0,Femenino,10.0,Carrera de Especialización,,Lic. en Psicología,,30.0,Ámbito Público (hospital u otro),Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,7.0,7.0,7.0,3.0,7.0,4.0,7.0,4.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0,7.0,5.0,6.0,5.0,5.0,7.0,3.0,3.0,6.0,2.0,7.0,3.0,Formosa,6.0
35.0,Femenino,1.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,5.0,4.0,1.0,1.0,7.0,7.0,1.0,5.0,1.0,7.0,4.0,3.0,2.0,4.0,7.0,7.0,1.0,5.0,7.0,7.0,6.0,4.0,7.0,7.0,6.0,4.0,2.0,0.0,2.0,4.0,5.0,5.0,1.0,7.0,6.0,1.0,0.0,5.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
23.0,Femenino,0.9,Licenciatura de Grado,,Lic. en Psicología,,12.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano",,,,5.0,6.0,6.0,3.0,3.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,7.0,4.0,3.0,6.0,4.0,3.0,5.0,3.0,3.0,1.0,6.0,1.0,5.0,1.0,4.0,Provincia de Buenos Aires,
28.0,Femenino,2.0,Carrera de Especialización,,Lic. en Psicología,,30.0,Ámbito Privado,Psicodinámica,,,,,,4.0,5.0,5.0,6.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,7.0,6.0,1.0,5.0,4.0,2.0,7.0,5.0,7.0,5.0,7.0,4.0,7.0,4.0,0.0,7.0,5.0,7.0,2.0,5.0,6.0,2.0,7.0,3.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
